id,title,author,text,label
709,Stock Market Sees Moderate Growth,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
710,New Study Reveals Benefits of Exercise,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
711,You Won’t Believe What Politician Said,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
712,Stock Market Sees Moderate Growth,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
713,Miracle Cure for Diabetes Discovered,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
714,Shocking Health Secret Exposed,Unknown,This unbelievable event will change everything you know about the government...,1
715,Stock Market Sees Moderate Growth,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
716,You Won’t Believe What Politician Said,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
717,Mayor Announces Infrastructure Plan,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
718,Shocking Health Secret Exposed,Sam Lee,This unbelievable event will change everything you know about the government...,1
719,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
720,Local Community Center Opens New Wing,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
721,You Won’t Believe What Politician Said,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
722,Local Community Center Opens New Wing,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
723,Celeb Scandals Hidden from You,Jane Doe,This unbelievable event will change everything you know about the government...,1
724,Celeb Scandals Hidden from You,John Smith,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
725,Stock Market Sees Moderate Growth,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
726,Local Community Center Opens New Wing,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
727,You Won’t Believe What Politician Said,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
728,Miracle Cure for Diabetes Discovered,Patricia Brown,This unbelievable event will change everything you know about the government...,1
729,New Study Reveals Benefits of Exercise,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
730,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
731,Stock Market Sees Moderate Growth,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
732,Mayor Announces Infrastructure Plan,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
733,Local Community Center Opens New Wing,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
734,Mayor Announces Infrastructure Plan,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
735,Miracle Cure for Diabetes Discovered,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
736,Mayor Announces Infrastructure Plan,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
737,Stock Market Sees Moderate Growth,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
738,You Won’t Believe What Politician Said,Patricia Brown,This unbelievable event will change everything you know about the government...,1
739,New Study Reveals Benefits of Exercise,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
740,Shocking Health Secret Exposed,Alex Johnson,Politician caught in scandal that mainstream media refuses to report...,1
741,Celeb Scandals Hidden from You,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
742,Scientists Map Human Genome Progress,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
743,Local Community Center Opens New Wing,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
744,New Study Reveals Benefits of Exercise,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
745,Local Community Center Opens New Wing,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
746,You Won’t Believe What Politician Said,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
747,Local Community Center Opens New Wing,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
748,Miracle Cure for Diabetes Discovered,Jane Doe,This unbelievable event will change everything you know about the government...,1
749,New Study Reveals Benefits of Exercise,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
750,Government Plans to Confiscate Guns,Sam Lee,This unbelievable event will change everything you know about the government...,1
751,Miracle Cure for Diabetes Discovered,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
752,Celeb Scandals Hidden from You,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
753,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
754,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
755,You Won’t Believe What Politician Said,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
756,Mayor Announces Infrastructure Plan,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
757,Scientists Map Human Genome Progress,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
758,Shocking Health Secret Exposed,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
759,Shocking Health Secret Exposed,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
760,New Study Reveals Benefits of Exercise,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
761,Mayor Announces Infrastructure Plan,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
762,Shocking Health Secret Exposed,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
763,Mayor Announces Infrastructure Plan,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
764,Shocking Health Secret Exposed,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
765,Shocking Health Secret Exposed,Unknown,This unbelievable event will change everything you know about the government...,1
766,Shocking Health Secret Exposed,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
767,Mayor Announces Infrastructure Plan,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
768,Local Community Center Opens New Wing,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
